ID,LONGDISTANCE,INTERNATIONAL,LOCAL,DROPPED,PAYMETHOD,LOCALBILLTYPE,LONGDISTANCEBILLTYPE,USAGE,RATEPLAN,GENDER,STATUS,CHILDREN,ESTINCOME,CAROWNER,AGE,CHURN
1460,22,0,82,0,CC,Budget,Intnl_discount,104,3,F,M,2,76289.2,N,48.206667,F
148,26,0,13,0,CC,FreeLocal,Standard,40,3,M,M,2,91272.2,Y,25.033333,F
1494,12,0,89,0,CH,FreeLocal,Standard,102,1,F,M,0,77994,N,50.553333,T
1497,2,5,23,0,Auto,Budget,Intnl_discount,31,4,M,M,2,5265.35,N,52.873333,F
1503,18,0,8,0,CC,Budget,Standard,27,2,F,M,2,16962.2,N,45.36,F
1508,21,0,87,0,CC,Budget,Standard,109,3,F,M,0,2031.61,N,20.3,T
1522,13,0,40,0,CC,Budget,Standard,53,2,F,S,0,42760.5,N,52.646667,F
1530,21,0,87,0,CC,Budget,Standard,108,4,F,S,0,95786.8,Y,46,F
1532,0,0,11,0,CC,FreeLocal,Intnl_discount,12,3,M,S,0,90321.6,N,55.113333,T
1545,2,0,28,0,CC,FreeLocal,Standard,31,2,M,S,1,41690.5,Y,14.64,F
1560,17,4,49,1,Auto,FreeLocal,Standard,72,2,F,M,2,47902,N,26.033333,F
1565,22,0,178,0,CC,Budget,Standard,200,2,M,M,1,7545.96,Y,16.753333,T
1572,22,0,13,0,Auto,Budget,Standard,36,4,F,S,1,17540.7,Y,62.786667,T
1573,28,0,45,0,CH,Budget,Standard,74,4,F,M,0,83891.9,Y,61.02,T
1574,26,0,12,0,CC,FreeLocal,Standard,38,4,F,S,2,28220.8,N,38.766667,T
1596,11,0,50,0,CC,FreeLocal,Standard,61,3,F,S,1,7737.94,N,42.666667,T
1598,0,0,2,0,CC,Budget,Standard,2,3,F,M,2,45287.6,Y,29.026667,F
1650,27,0,58,0,Auto,Budget,Standard,86,1,F,S,2,28787.4,N,41.666667,T
1657,27,0,57,0,CC,Budget,Standard,85,4,F,M,1,20550.9,Y,22.12,T
1663,22,0,34,0,Auto,Budget,Standard,57,4,F,S,2,19131.1,N,56.186667,T
1669,20,1,112,0,Auto,Budget,Intnl_discount,134,1,M,M,2,42750.3,Y,50.493333,F
1672,15,1,12,0,CC,Budget,Standard,29,1,M,M,2,22358.1,N,52.626667,F
169,29,0,8,0,CH,Budget,Intnl_discount,38,1,F,S,0,93322.1,Y,40.313333,T
1714,27,0,23,0,CC,Budget,Standard,51,4,M,M,2,49910.7,Y,51.52,F
1730,29,0,332,0,CC,Budget,Standard,361,4,F,M,2,17888.7,N,43,F
1737,21,0,29,1,CC,FreeLocal,Standard,51,2,M,M,0,78572.2,Y,42.346667,T
1754,29,0,90,4,Auto,FreeLocal,Intnl_discount,119,3,F,M,0,83287,N,67,F
1765,2,0,9,0,CC,Budget,Intnl_discount,12,1,F,S,0,27498.1,N,43,F
1772,22,0,41,0,CC,Budget,Intnl_discount,64,1,F,S,2,23464,Y,52,T
1774,17,0,8,0,CH,FreeLocal,Intnl_discount,26,2,F,M,1,98680.4,Y,70,F
1778,15,0,8,0,CC,FreeLocal,Intnl_discount,24,4,F,M,1,66921.4,Y,52.646667,F
1779,13,0,11,0,Auto,FreeLocal,Standard,25,1,F,M,1,98453.6,Y,62,F
178,27,0,23,0,CC,Budget,Standard,51,3,M,M,2,49910.7,Y,51.52,F
1788,5,8,25,0,CC,Budget,Intnl_discount,39,2,M,M,0,3911.9,N,38.413333,F
1801,19,2,14,1,Auto,Budget,Intnl_discount,35,1,F,M,2,85394,Y,20.16,F
1808,21,0,19,0,CC,FreeLocal,Intnl_discount,41,4,F,M,2,82644.2,Y,33.493333,F
1821,23,0,126,0,Auto,FreeLocal,Standard,150,4,F,M,0,98056.3,N,55.966667,F
1827,14,3,45,0,CC,Budget,Standard,63,4,M,S,1,71329.9,Y,42.233333,F
1841,14,0,8,0,CC,Budget,Standard,22,3,F,S,2,15688.5,N,53.06,T
1869,0,0,10,0,Auto,Budget,Standard,10,3,F,M,0,73069.1,Y,55.633333,F
1870,15,0,25,0,CC,FreeLocal,Standard,40,3,M,M,1,80000,Y,53.213333,T
1882,6,0,46,0,CC,FreeLocal,Standard,53,3,F,M,2,81913.8,Y,49.66,F
1902,9,6,47,0,Auto,FreeLocal,Standard,63,2,M,M,1,20818.5,N,12.68,F
1911,0,0,112,0,CC,Budget,Standard,113,4,F,M,2,11234.7,Y,49.046667,F
1918,10,0,72,0,CC,Budget,Standard,82,1,F,M,2,72841.3,N,47.02,F
1928,21,0,192,0,CC,FreeLocal,Standard,214,4,F,M,2,28267,N,30.093333,F
194,29,0,332,0,CC,Budget,Standard,361,1,F,M,2,17888.7,N,55,F
1967,45,0,262,0,CC,Budget,Standard,265,1,F,S,0,30000,N,23,T
198,11,0,95,0,Auto,Budget,Standard,107,1,F,S,2,14578.8,Y,60.933333,T
2000,7,0,100,0,CC,Budget,Intnl_discount,113,2,M,M,1,92148.5,Y,30,F
2013,20,0,9,0,Auto,Budget,Intnl_discount,29,2,F,S,1,73338,N,48.246667,F
2014,3,0,40,0,CC,FreeLocal,Standard,44,4,F,S,0,433.74,N,60.746667,T
2033,29,0,9,0,CC,Budget,Intnl_discount,38,2,M,S,2,72084.7,N,55.64,F
2034,13,0,40,0,CC,Budget,Standard,53,1,F,S,0,42760.5,N,52,F
2036,16,0,126,0,CC,FreeLocal,Standard,142,2,F,M,0,27371.8,Y,43,F
2044,0,0,11,0,CH,FreeLocal,Intnl_discount,12,1,M,S,0,90321.6,N,55.113333,T
2063,17,4,49,1,Auto,FreeLocal,Standard,72,3,F,M,2,47902,N,26.033333,F
2073,20,0,39,0,CH,Budget,Intnl_discount,59,2,F,M,2,42031.8,N,50.753333,F
2082,22,0,40,0,Auto,Budget,Standard,62,3,F,S,1,13109.1,N,62.606667,T
2087,27,0,58,0,Auto,Budget,Standard,86,3,F,S,2,28787.4,N,41.666667,T
2124,16,0,10,0,CC,FreeLocal,Intnl_discount,26,4,F,M,2,55860,Y,14.573333,F
2135,0,0,22,0,CC,Budget,Standard,22,2,F,M,2,87578.2,Y,53.366667,F
2155,17,0,39,0,CC,Budget,Intnl_discount,57,1,M,M,2,47639.1,N,48,F
2175,18,0,25,0,Auto,FreeLocal,Standard,44,1,F,S,0,93454.3,Y,48.533333,F
219,24,6,27,0,Auto,Budget,Standard,58,2,M,S,0,2056.06,Y,18.94,T
2191,8,9,77,0,CH,Budget,Standard,94,4,F,M,2,36725.1,N,55.793333,F
2195,20,0,19,0,CC,Budget,Standard,41,4,M,S,1,94188.3,N,57.546667,T
2211,9,9,8,0,CC,FreeLocal,Intnl_discount,27,4,M,M,2,21416.5,N,35.653333,F
2215,5,7,23,0,Auto,Budget,Standard,35,3,M,M,2,78554.2,N,16.7,F
2230,22,0,82,0,CC,Budget,Intnl_discount,104,4,F,M,2,76289.2,N,48.206667,F
2233,8,0,99,0,CC,FreeLocal,Standard,108,1,M,M,2,9309.57,Y,25.44,F
2239,29,2,38,0,CC,FreeLocal,Standard,62,3,F,S,2,37000,N,23,T
224,6,0,15,0,CC,FreeLocal,Standard,21,2,F,M,2,69343.3,N,42.166667,F
2267,21,0,87,0,CC,Budget,Standard,109,2,F,M,0,2031.61,N,20.3,T
2281,23,0,10,0,Auto,Budget,Intnl_discount,34,3,F,S,1,49072,N,43,F
2282,16,0,126,0,CC,FreeLocal,Standard,142,4,F,M,0,27371.8,Y,46,F
2287,21,0,87,0,CC,Budget,Standard,108,3,F,S,0,95786.8,Y,47,F
229,2,0,9,0,CC,Budget,Intnl_discount,12,4,F,S,0,27498.1,N,42,F
2315,14,0,25,0,CC,Budget,Standard,40,1,F,S,1,13576.5,N,39.426667,T
2317,20,0,39,0,CH,Budget,Intnl_discount,59,2,F,M,2,42031.8,N,50.753333,F
2322,29,9,104,0,CC,Budget,Standard,143,3,M,S,2,43634.5,N,21.78,T
233,6,0,30,0,Auto,FreeLocal,Intnl_discount,37,2,F,M,1,66000,Y,63.353333,F
2352,16,5,10,0,CC,Budget,Standard,32,1,M,S,1,92647.5,N,56.046667,T
2354,25,0,179,0,CC,FreeLocal,Standard,206,3,M,S,0,74460.7,Y,55.34,T
2359,22,0,20,0,CC,Budget,Intnl_discount,43,2,M,M,1,13091.6,N,59.126667,F
2367,22,0,34,0,Auto,Budget,Standard,57,4,F,S,2,19131.1,N,56.186667,T
2373,6,0,58,0,CC,Budget,Standard,64,1,M,M,2,28766.9,N,46.84,F
2391,27,0,23,0,CC,Budget,Standard,51,3,M,M,2,49910.7,Y,51.52,F
241,22,0,151,0,Auto,FreeLocal,Intnl_discount,174,2,F,S,0,85275,N,47,F
244,25,0,10,0,CC,FreeLocal,Intnl_discount,35,3,F,M,2,94026.8,Y,27.746667,F
2451,45,0,8,0,CH,FreeLocal,Standard,34,1,F,M,1,13829.4,N,24,T
2457,10,0,32,0,Auto,FreeLocal,Standard,43,3,F,S,2,21274,N,45.526667,T
2471,8,0,37,0,CH,FreeLocal,Standard,46,4,F,M,2,69133.9,Y,26.833333,F
2473,11,0,12,0,CH,FreeLocal,Intnl_discount,23,1,F,M,2,84948,Y,29.446667,F
2484,5,7,23,0,Auto,Budget,Standard,35,2,M,S,0,78554.2,N,16.7,F
2491,3,8,5,0,CC,Budget,Intnl_discount,16,3,M,S,0,89142.7,N,53.693333,T
2494,28,0,262,0,CC,Budget,Standard,265,1,F,S,0,41000,N,22,T
2543,28,0,60,0,Auto,FreeLocal,Standard,89,4,F,M,1,8073.11,N,47,F
2558,0,0,11,0,CC,FreeLocal,Intnl_discount,12,4,M,S,0,90321.6,N,55.113333,T
2565,2,7,11,1,CC,FreeLocal,Standard,21,2,M,M,0,9780.66,N,24.546667,F
257,22,0,63,0,Auto,FreeLocal,Standard,86,3,F,S,1,68000,N,60,F
2601,26,0,9,0,CC,FreeLocal,Standard,36,1,F,S,1,94278.7,Y,53.12,F
2605,17,0,137,2,CC,FreeLocal,Standard,154,1,F,S,0,64335,Y,19.066667,F
2610,3,0,44,0,CC,FreeLocal,Standard,47,2,M,S,1,1765.41,N,18.766667,F
2619,2,0,17,1,Auto,Budget,Standard,19,2,M,M,1,5252.29,N,16.333333,F
2622,26,0,13,0,CC,FreeLocal,Standard,40,4,M,M,2,91272.2,Y,25.033333,F
2630,13,1,36,0,CH,FreeLocal,Standard,51,3,M,M,1,64792.3,N,52.146667,T
2648,0,0,22,0,CC,Budget,Standard,22,2,F,M,2,87578.2,Y,53.366667,F
2657,5,8,63,0,Auto,FreeLocal,Standard,77,2,M,S,0,30665.2,Y,22.88,F
266,2,0,36,1,CC,FreeLocal,Standard,38,3,F,S,0,2121.36,N,39.786667,T
2695,45,0,8,0,CH,FreeLocal,Standard,34,4,F,M,1,13829.4,N,20,T
2714,17,0,106,0,Auto,FreeLocal,Standard,123,4,F,S,1,12374.9,Y,33.493333,T
2717,11,0,12,0,CH,FreeLocal,Intnl_discount,23,3,F,M,2,84948,Y,29.446667,F
2718,2,0,50,0,Auto,Budget,Standard,52,2,F,M,2,30998.8,N,40.96,F
2730,29,0,160,0,CC,FreeLocal,Standard,176,1,F,M,1,14085.5,N,19,T
2813,12,0,46,4,CC,FreeLocal,Standard,58,1,M,M,2,53010.8,N,18.84,F
2814,26,0,32,0,CC,Budget,Intnl_discount,58,4,M,M,0,75004.5,N,64.8,F
2817,20,0,13,0,CC,Budget,Standard,34,2,M,M,0,19749.3,N,60.366667,F
2837,20,0,13,0,CC,Budget,Standard,34,1,M,M,0,19749.3,N,60.366667,F
2840,17,4,49,1,Auto,FreeLocal,Standard,72,4,F,M,2,47902,N,26.033333,F
2848,14,0,25,0,CC,Budget,Standard,40,1,F,S,1,13576.5,N,39.426667,T
2856,5,0,50,0,CC,FreeLocal,Intnl_discount,55,4,F,S,0,68641.5,Y,47.98,T
2861,3,0,11,0,CC,Budget,Standard,14,4,F,S,2,21021.6,Y,62.753333,T
2863,29,0,40,0,CC,FreeLocal,Intnl_discount,69,4,F,M,1,43894.5,N,40.18,T
2865,26,0,9,0,CC,FreeLocal,Standard,36,4,F,S,1,94278.7,Y,53.12,T
2874,3,0,44,0,CC,FreeLocal,Standard,47,4,M,M,2,1765.41,N,18.766667,F
2894,13,1,36,0,CH,FreeLocal,Standard,51,1,M,M,1,64792.3,N,52.146667,T
2908,10,0,57,0,CC,FreeLocal,Standard,67,3,M,M,2,57360.8,Y,53.253333,F
2937,14,1,149,0,CC,FreeLocal,Intnl_discount,166,4,F,S,0,89813.6,N,12.846667,F
2939,20,8,80,0,CH,Budget,Intnl_discount,109,4,M,S,1,16432.1,Y,20.92,T
2946,28,0,113,0,CC,FreeLocal,Standard,141,4,F,S,2,11251.1,Y,61,T
2962,19,0,118,0,Auto,FreeLocal,Standard,137,3,F,M,1,82931.3,N,64.64,F
2963,17,0,27,0,CH,Budget,Standard,44,4,F,M,2,57483.9,N,44.026667,F
2965,10,0,32,0,Auto,FreeLocal,Standard,43,4,F,S,2,21274,N,45.526667,T
2982,2,0,50,0,Auto,Budget,Standard,52,3,F,M,2,30998.8,N,40.96,F
2997,22,4,43,0,CC,Budget,Standard,69,4,F,M,2,88427,N,13.86,F
3009,11,0,5,0,CC,Budget,Standard,17,3,M,M,1,66931.9,N,63.933333,T
3011,45,0,26,0,Auto,FreeLocal,Intnl_discount,48,3,F,M,1,28000,N,23,T
3017,28,0,106,0,CC,Budget,Standard,134,1,F,S,1,2800.68,N,45.673333,T
3024,21,0,6,0,CC,Budget,Standard,27,1,F,M,2,64816.6,Y,31.126667,F
3044,21,0,87,0,CC,Budget,Standard,109,4,F,M,0,2031.61,N,20.3,T
3056,29,0,9,0,CC,Budget,Intnl_discount,38,3,M,S,2,72084.7,N,55.64,F
3078,26,0,32,0,CC,Budget,Intnl_discount,58,4,M,M,0,75004.5,N,64.8,F
3083,9,0,6,0,CC,Budget,Intnl_discount,15,2,M,D,1,20078,N,32.846667,F
309,26,0,108,0,CC,Budget,Standard,134,4,F,S,0,41000,N,16.06,T
3092,14,0,25,0,CC,Budget,Standard,40,1,F,S,1,13576.5,N,39.426667,T
3108,27,0,58,0,Auto,Budget,Standard,86,2,F,S,2,28787.4,N,41.666667,T
3114,29,0,52,0,Auto,FreeLocal,Standard,82,1,F,M,2,62061.8,Y,45.92,F
3123,22,0,27,0,CH,Budget,Standard,49,4,F,S,2,6440.46,Y,52,F
313,21,0,256,0,CC,Budget,Standard,278,2,F,M,2,59691.3,N,38.04,F
3130,26,0,13,0,CC,FreeLocal,Standard,40,4,M,M,2,91272.2,Y,25.033333,F
3167,17,0,8,0,CH,FreeLocal,Intnl_discount,26,1,F,M,1,98680.4,Y,58.706667,F
3170,22,0,151,0,Auto,FreeLocal,Intnl_discount,174,1,F,S,0,85275,N,47,F
3171,15,0,8,0,CC,FreeLocal,Intnl_discount,24,1,F,M,1,66921.4,Y,43,F
3186,12,0,7,0,Auto,Budget,Intnl_discount,20,3,F,S,1,540.4,Y,39.213333,T
3225,11,0,12,0,CH,FreeLocal,Intnl_discount,23,3,F,M,2,84948,Y,29.446667,F
3228,0,0,1,0,CH,FreeLocal,Standard,1,2,M,S,0,15924.2,N,14.46,F
3236,5,7,23,0,Auto,Budget,Standard,35,4,M,M,2,78554.2,N,16.7,F
3244,20,0,106,0,Auto,FreeLocal,Intnl_discount,127,4,F,S,0,74530.8,N,63.086667,F
3281,20,0,9,0,Auto,Budget,Intnl_discount,29,1,F,S,1,73338,N,48.246667,T
329,17,6,51,0,CC,FreeLocal,Standard,74,2,F,M,1,56722.8,N,60.593333,F
3295,28,0,60,0,Auto,FreeLocal,Standard,89,1,F,M,1,8073.11,N,43,F
3296,24,0,5,0,CH,Budget,Standard,29,3,M,M,1,95448.6,Y,53.68,F
3301,13,0,40,0,CC,Budget,Standard,53,2,F,S,0,42760.5,N,46,F
3315,23,0,206,0,CC,Budget,Intnl_discount,229,3,F,S,1,42000,N,24.393333,T
334,15,0,25,0,CC,FreeLocal,Standard,40,4,M,M,0,120000,Y,53.213333,T
3343,29,9,104,0,CC,Budget,Standard,143,3,M,S,2,43634.5,N,21.78,T
336,18,0,25,0,Auto,FreeLocal,Standard,44,4,F,S,1,93454.3,Y,48.533333,F
3367,22,0,27,0,CH,Budget,Standard,49,4,F,S,2,6440.46,Y,42,F
3389,16,0,10,0,CC,FreeLocal,Intnl_discount,26,2,F,M,2,55860,Y,14.573333,F
339,23,0,51,0,Auto,FreeLocal,Standard,74,3,F,S,0,92564.1,Y,49.133333,F
3396,10,0,57,0,CC,FreeLocal,Standard,67,4,M,M,2,57360.8,Y,53.253333,F
3399,11,0,95,0,Auto,Budget,Standard,107,2,F,S,2,14578.8,Y,60.933333,T
3414,22,0,151,0,Auto,FreeLocal,Intnl_discount,174,4,F,D,1,85275,N,62,F
3416,13,0,11,0,Auto,FreeLocal,Standard,25,1,F,M,1,98453.6,Y,48,F
3432,8,0,22,0,CC,FreeLocal,Standard,31,3,F,M,2,80087.7,N,41.92,F
3470,2,0,50,0,Auto,Budget,Standard,52,2,F,M,2,30998.8,N,40.96,F
3481,0,0,0,0,Auto,Budget,Standard,0,4,F,M,2,38215.9,N,30.886667,F
3495,22,0,82,0,CC,Budget,Intnl_discount,104,2,F,M,2,76289.2,N,48.206667,F
3505,28,0,106,0,CC,Budget,Standard,134,1,F,S,1,2800.68,N,45.673333,T
3508,13,0,96,0,CC,FreeLocal,Standard,110,3,F,M,2,90271.6,N,44.926667,F
3512,21,0,6,0,CC,Budget,Standard,27,1,F,M,2,64816.6,Y,31.126667,F
3524,3,0,37,0,CH,Budget,Intnl_discount,40,1,F,S,0,64319.2,N,41.226667,T
3525,20,0,9,0,Auto,Budget,Intnl_discount,29,1,F,S,1,73338,N,48.246667,T
3540,24,0,5,0,CH,Budget,Standard,29,3,M,M,1,95448.6,Y,53.68,F
3566,26,0,32,0,CC,Budget,Intnl_discount,58,3,M,M,1,75004.5,N,64.8,F
3571,9,0,6,0,CC,Budget,Intnl_discount,15,2,M,S,0,20078,N,32.846667,F
358,2,0,164,0,CC,Budget,Intnl_discount,167,1,F,M,2,47010.1,N,57.406667,F
3582,20,0,39,0,CH,Budget,Intnl_discount,59,3,F,M,2,42031.8,N,50.753333,F
3592,16,5,10,0,CC,Budget,Standard,32,4,M,S,1,92647.5,N,56.046667,T
3596,27,0,58,0,Auto,Budget,Standard,86,1,F,S,2,28787.4,N,41.666667,T
3626,13,1,36,0,CH,FreeLocal,Standard,51,4,M,M,1,64792.3,N,52.146667,T
3649,29,0,90,4,Auto,FreeLocal,Intnl_discount,119,3,F,M,0,77000,N,47,F
3673,3,0,11,1,CC,Budget,Standard,15,2,F,M,2,84166.1,N,54.013333,T
3712,3,0,11,1,CC,Budget,Standard,15,1,M,M,0,84166.1,N,54.013333,T
3717,4,0,91,1,CC,Budget,Standard,96,4,M,M,0,67388,N,53.12,T
374,25,0,8,0,CH,FreeLocal,Standard,34,2,F,M,1,6946.07,N,23,T
3783,28,0,60,0,Auto,FreeLocal,Standard,89,1,F,M,1,8073.11,N,47,F
3788,29,0,9,0,CC,Budget,Intnl_discount,38,2,M,S,2,72084.7,N,55.64,F
3791,16,0,126,0,CC,FreeLocal,Standard,142,4,F,M,0,27371.8,Y,62,F
418,5,7,23,0,Auto,Budget,Standard,35,3,M,M,2,78554.2,N,16.7,F
464,3,0,100,0,CC,Budget,Intnl_discount,113,2,M,M,1,92148.5,Y,33,F
472,12,0,18,0,CC,Budget,Standard,31,1,F,M,0,59008.4,Y,30.18,T
481,20,4,117,0,CH,Budget,Intnl_discount,142,3,M,M,2,10708.3,N,26.026667,F
484,21,0,87,0,CC,Budget,Standard,109,2,F,M,0,2031.61,N,20.3,T
518,29,0,45,0,CH,FreeLocal,Standard,75,1,M,M,2,29616,N,49.426667,F
529,12,0,46,4,CC,FreeLocal,Standard,58,1,M,M,2,53010.8,N,18.84,F
547,0,0,28,0,CC,FreeLocal,Standard,29,4,F,S,0,78851.3,N,48.373333,T
552,13,0,87,0,CC,FreeLocal,Standard,100,4,F,S,0,28589.1,N,15.6,T
554,13,8,56,0,CC,Budget,Standard,78,1,F,M,2,5237.63,N,48.753333,F
564,4,0,91,1,CC,Budget,Standard,96,3,F,M,2,67388,N,53.12,T
574,0,0,2,0,CC,Budget,Standard,2,3,F,M,2,45287.6,Y,29.026667,F
587,23,0,50,0,Auto,FreeLocal,Standard,73,4,F,D,1,68427.4,N,42.393333,F
593,14,8,10,0,CH,FreeLocal,Standard,33,4,F,S,2,84789.3,N,50.433333,T
621,16,5,10,0,CC,Budget,Standard,32,4,M,S,1,92647.5,N,56.046667,T
626,27,0,58,0,Auto,Budget,Standard,86,3,F,S,2,28787.4,N,41.666667,T
633,27,0,57,0,CC,Budget,Standard,85,4,F,M,1,20550.9,Y,22.12,T
672,22,0,28,0,Auto,Budget,Standard,50,2,F,S,0,73228.3,N,43,F
694,23,0,80,0,Auto,Budget,Standard,103,1,F,S,1,12686,N,64.8,T
715,23,0,168,0,CC,FreeLocal,Standard,191,1,F,M,2,48238.8,N,34.706667,F
726,4,0,114,1,CH,Budget,Standard,118,3,F,M,2,3193.6,N,54.046667,F
730,29,0,90,4,Auto,FreeLocal,Intnl_discount,119,4,F,M,0,83287,N,56.193333,F
740,4,0,6,0,CC,Budget,Intnl_discount,11,2,F,M,0,14932.5,N,46,F
748,22,0,41,0,CC,Budget,Intnl_discount,64,3,F,S,2,23464,Y,61,T
766,0,0,10,0,CC,FreeLocal,Standard,10,4,F,M,2,18296.4,Y,42.626667,F
779,7,0,65,0,CH,Budget,Intnl_discount,73,4,F,M,2,63566.1,Y,56.3,F
79,20,8,13,0,CC,FreeLocal,Standard,43,4,F,S,0,98716.3,N,55.66,T
791,0,0,2,0,CH,FreeLocal,Intnl_discount,2,4,F,M,2,809.43,Y,31.913333,F
800,2,1,43,0,CH,Budget,Intnl_discount,46,3,M,M,0,78894.2,N,52.74,T
824,8,0,22,0,CC,FreeLocal,Standard,31,3,F,M,2,80087.7,N,41.92,F
827,28,0,113,0,CC,FreeLocal,Standard,141,4,F,S,2,11251.1,Y,52,T
838,29,0,62,0,CH,Budget,Standard,92,1,M,M,0,65000,Y,52.266667,T
840,1,0,29,0,CC,Budget,Standard,31,4,F,S,2,93559.1,N,57.62,F
843,0,0,3,0,CC,Budget,Intnl_discount,3,1,M,M,1,120000,N,53.213333,T
872,12,0,53,0,Auto,FreeLocal,Intnl_discount,66,1,F,S,0,67239.4,N,44.433333,F
898,2,0,65,0,Auto,FreeLocal,Standard,93,2,M,M,0,12387.6,N,56.173333,F
90,16,1,125,0,CC,FreeLocal,Intnl_discount,142,2,M,S,0,64136.6,Y,61.106667,T
910,20,0,19,0,CC,Budget,Standard,41,4,M,S,1,94188.3,N,57.546667,T
917,8,0,37,0,CH,FreeLocal,Standard,46,1,F,M,2,69133.9,Y,26.833333,T
92,24,0,73,0,CH,FreeLocal,Standard,97,2,F,M,2,45429.7,Y,61.713333,T
931,29,0,66,0,Auto,FreeLocal,Standard,96,2,M,S,1,3960.5,N,14.693333,T
934,0,0,0,0,Auto,Budget,Standard,0,4,F,M,2,38215.9,N,30.886667,F
94,9,0,11,0,CC,FreeLocal,Standard,21,1,F,S,0,25285.5,N,53.986667,T
943,30,0,262,0,CC,Budget,Standard,265,3,F,S,0,40120,N,22,T
95,20,0,41,1,CC,Budget,Intnl_discount,62,2,F,M,2,77551.1,Y,33.6,F
987,21,0,85,0,CC,Budget,Intnl_discount,107,4,F,M,2,36647.9,N,49.986667,F
990,3,0,40,0,CC,FreeLocal,Standard,44,2,F,S,0,433.74,N,60.746667,T
996,21,0,87,0,CC,Budget,Standard,109,1,F,M,0,2031.61,N,20.3,T
